X,Y,objectid,cenefa,consecutivo_paradero,zona_paradero,nombre_paradero,via_paradero,direccion_paradero,localidad_paradero,consola_paradero,panel_paradero,audio_paradero,longitud_paradero,latitud_paradero,coordenada_x_paradero,coordenada_y_paradero,globalid,created_user,created_date,last_edited_user,last_edited_date,log_replica,zona_nueva_sitp,modulo_paradero
-74.06397139,4.688480769,61156,001A00,1,0,C.C. Iserra 100,AC 100,AC 100 - KR 54,12,AC 100 - KR 54 (001A00),AC 100 - KR 54,Avenida Calle 100 Carrera 54,-74.06397139,4.68848077,1001501.871,1010204.519,{3A7C4032-6541-4094-AD68-67C14D82643C},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:24+00,,3,A
-74.04591449,4.684090953,61157,001A01,1,1,Br. Rincón del Chicó,AC 100,AC 100 - KR 13,1,AC 100 - KR 13 (001A01),AC 100 - KR 13,Avenida Calle 100 Carrera 13,-74.04591449,4.68409095,1003505.296,1009719.15,{AAF0E9C5-87E7-49F1-A590-3229B9C1A200},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:24+00,,2,A
-74.06635014,4.759866633,61158,001A02,1,2,Gimnasio Iragua,AV. Boyacá,AV. Boyacá - AC 170,11,AV. Boyacá - AC 170 (001A02),AV. Boyacá - AC 170,Avenida Boyacá Avenida Calle 170,-74.06635014,4.75986663,1001237.823,1018098.492,{43A446D5-73A9-480C-A122-E0A5ACF3891C},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:24+00,,3,A
-74.07143918,4.689503964,61159,001A03,1,3,Br. Julio Flórez,AC 100,AC 100 - KR 66A,11,AC 100 - KR 66A  (001A03),AC 100 - KR 66A,Avenida Calle 100 Carrera 66 A,-74.07143918,4.68950396,1000673.322,1010317.654,{3BFA8441-54AB-4C5C-84CF-E42C101BCCCB},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:24+00,,4,A
-74.08039205,4.682625995,61160,001A04,1,4,Avenida Calle 80,AK 68,AK 68 - CL 79D,12,AK 68 - CL 79D (001A04),AK 68 - CL 79D,Avenida Carrera 68 Calle 79 D,-74.08039205,4.682626,999680.0042,1009557.074,{9BFCF386-1878-4687-BDDC-D539D11CD4C7},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:24+00,,4,A
-74.08438362,4.651926491,61161,001A05,1,5,Br. Pablo VI Norte,AK 50,AK 50 - CL 59,13,AK 50 - CL 59 (001A05),AK 50 - CL 59,Avenida Carrera 50 Calle 59,-74.08438362,4.65192649,999237.1048,1006162.276,{25F20091-35F4-4066-9B9A-6FF990E204C2},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:24+00,,8,A
-74.11772364,4.63810999,61162,001A06,1,6,Avenida Calle 13,AK 68,AK 68 - AC 13,9,AK 68 - AC 13 (001A06),AK 68 - AC 13,Avenida Carrera 68 Avenida Calle 13,-74.11772364,4.63810999,995537.7682,1004634.549,{24480F98-4BA5-439B-9AF4-855F022F8A79},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:24+00,,8,A
-74.10801229,4.62549076,61163,001A07,1,7,Br. San Francisco,AK 50,AK 50 - TV 49,11,AK 50 - TV 49 (001A07),AK 50 - TV 49,Avenida Carrera 50 Transversal 49,-74.10801229,4.62549076,996615.2544,1003239.041,{3EEBDFA7-FEA7-4590-9961-475B71DC0723},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:25+00,,5,A
-74.12602137,4.619447249,61164,001A08,1,8,Br. Hipotecho Sur,AK 68,AK 68 - CL 3 Sur,8,AK 68 - CL 3 Sur (001A08),AK 68 - CL 3 Sur,Avenida Carrera 68 Calle Tercera Sur,-74.12602137,4.61944725,994616.9325,1002570.852,{6CC1CBB9-500B-4201-B58F-1CDAA536791A},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:25+00,,5,A
-74.13627273,4.598327412,61165,001A09,1,9,Br. Alquería La Fragua II,AK 68,AK 68 - CL 39I Sur,8,AK 68 - CL 39I Sur (001A09),AK 68 - CL 39I Sur,Avenida Carrera 68 Calle 39 I Sur,-74.13627273,4.59832741,993479.2457,1000235.474,{42046C6A-1C33-4A6F-BD82-B420836E35B7},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:25+00,,6,A
-74.145558,4.589933999,61166,001A10,1,10,Pq. Lagunetas,AV. Boyacá,AV. Boyacá - DG 50A Sur,6,AV. Boyacá - DG 50A Sur (001A10),AV. Boyacá - DG 50A Sur,Avenida Boyacá Diagonal 50 A Sur,-74.145558,4.589934,992448.8301,999307.4097,{B9380431-84A6-47C0-BA21-17C9EAECD25B},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:25+00,,7,A
-74.14136231,4.577435431,61167,001A11,1,11,Br. Arborizadora Baja,AV. Boyacá,AV. Boyacá - KR 25,6,AV. Boyacá - KR 25 (001A11),AV. Boyacá - KR 25,Avenida Boyacá Carrera 25,-74.14136231,4.57743543,992914.2815,997925.2572,{F69FEF9A-7680-483B-91DA-AE8B2144B1BF},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:25+00,,7,A
-74.12368693,4.573561365,61168,001A12,1,12,Funeraria Claret,AV. Caracas,AV. Caracas - CL 45 Sur,18,AV. Caracas - CL 45 Sur (001A12),AV. Caracas - CL 45 Sur,Avenida Caracas Calle 45 Sur,-74.12368693,4.57356137,994875.635,997496.7073,{7DE44685-BAA6-40D1-95D9-1C79B6D52A83},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:25+00,,7,A
-74.08946486,4.571172126,61169,001A13,1,13,Avenida 1 de Mayo,AV. 1 de Mayo,AV. 1 de Mayo - KR 2,4,AV. 1 de Mayo - KR 2 (001A13),AV. 1 de Mayo - KR 2,Avenida Primero de Mayo Carrera Segunda,-74.08946486,4.57117213,998673.1648,997232.3485,{A9D6773C-301A-44AF-A870-C23541C123EB},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:25+00,,9,A
-74.06417919,4.688532585,61170,001B00,1,0,C.C. Iserra 100,AC 100,AC 100 - KR 54,12,AC 100 - KR 54 (001B00),AC 100 - KR 54,Avenida Calle 100 Carrera 54,-74.06417919,4.68853258,1001478.815,1010210.248,{E1CA1C50-3E02-42E1-9FB0-4F6AD5E277A9},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,3,B
-74.04507271,4.683693646,61171,001B01,1,1,Br. Rincón del Chicó,AC 100,AC 100 - KR 11B,1,AC 100 - KR 11B (001B01),AC 100 - KR 11B,Avenida Calle 100 Carrera 11 Be,-74.04507271,4.68369365,1003598.694,1009675.219,{CFB17670-0E43-4E18-8FB1-01D4AB5F7CB7},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,2,B
-74.07073655,4.689686419,61172,001B03,1,3,Br. Julio Flórez,AC 100,AC 100 - KR 65,11,AC 100 - KR 65 (001B03),AC 100 - KR 65,Avenida Calle 100 Carrera 65,-74.07073655,4.68968642,1000751.278,1010337.831,{D38E749C-FD56-48C8-8914-7EFD595A682E},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,4,B
-74.08057763,4.682461657,61173,001B04,1,4,Avenida Calle 80,AK 68,AK 68 - CL 79A,12,AK 68 - CL 79A (001B04),AK 68 - CL 79A,Avenida Carrera 68 Calle 79 A,-74.08057763,4.68246166,999659.414,1009538.902,{633AFD91-1DD4-48DF-A0F8-1A2D98E6733F},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,4,B
-74.11751474,4.638326093,61174,001B06,1,6,Avenida Calle 13,AK 68,AK 68 - AC 13,9,AK 68 - AC 13 (001B06),AK 68 - AC 13,Avenida Carrera 68 Avenida Calle 13,-74.11751474,4.63832609,995560.9486,1004658.445,{9D3B8396-FFC9-46DF-93B9-FFFC9369EE45},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,8,B
-74.12589467,4.619936966,61175,001B08,1,8,Br. Hipotecho Sur,AK 68,AK 68- CL 1 Sur,8,AK 68- CL 1 Sur (001B08),AK 68- CL 1 Sur,Avenida Carrera 68 Calle Primera Sur,-74.12589467,4.61993697,994630.9949,1002625.005,{B6FE432E-411A-4163-B30D-DED2543D1387},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,5,B
-74.13646057,4.598076387,61176,001B09,1,9,Br. Alquería La Fragua II,AK 68,AK 68 - CL  39G Sur,8,AK 68 - CL  39G Sur (001B09),AK 68 - CL  39G Sur,Avenida Carrera 68 Calle 39 G Sur,-74.13646057,4.59807639,993458.4,1000207.717,{42CB6BA7-C83D-4EBF-AFE8-C298D3B1798C},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,6,B
-74.145546,4.590447,61177,001B10,1,10,Pq. Lagunetas,AV. Boyacá,AV. Boyacá - DG 51 Sur,6,AV. Boyacá - DG 51 Sur (001B10),AV. Boyacá - DG 51 Sur,Avenida Boyacá Diagonal 51 Sur,-74.145546,4.590447,992450.1671,999364.1379,{2BA75AA1-5338-4A8D-8EB8-59AD9B1AAE12},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,7,B
-74.14178313,4.57825134,61178,001B11,1,11,Br. Arborizadora Baja,AV. Boyacá,AV. Boyacá - KR 29,6,AV. Boyacá - KR 29 (001B11),AV. Boyacá - KR 29,Avenida Boyacá Carrera 29,-74.14178313,4.57825134,992867.5925,998015.4857,{640F3B90-DD4F-4A30-9FF9-A6A545AB26DB},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,7,B
-74.06438311,4.688607725,61179,001C00,1,0,C.C. Iserra 100,AC 100,AC 100 - KR 54,12,AC 100 - KR 54 (001C00),AC 100 - KR 54,Avenida Calle 100 Carrera 54,-74.06438311,4.68860772,1001456.19,1010218.557,{91E0DAC0-6C48-4626-9368-8D9AE2042C11},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,3,C
-74.07051062,4.689732136,61180,001C03,1,3,Br. Julio Flórez,AC 100,AC 100 - KR 65,11,AC 100 - KR 65 (001C03),AC 100 - KR 65,Avenida Calle 100 Carrera 65,-74.07051062,4.68973214,1000776.345,1010342.887,{1657FEE6-5650-46EA-A396-FE5FB46B9132},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,4,C
-74.08093982,4.682184597,61181,001C04,1,4,AC 80,AK 68,AK 68 - CL 78,12,AK 68 - CL 78 (001C04),AK 68 - CL 78,Avenida Carrera 68 Calle 78,-74.08093982,4.6821846,999619.2287,1009508.264,{9DC2CA8E-1253-43EB-BDB7-5770EBFFC620},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,4,C
-74.11721886,4.638634335,61182,001C06,1,6,Avenida Calle 13,AK 68,AK 68 - AC 13,9,AK 68 - AC 13 (001C06),AK 68 - AC 13,Avenida Carrera 68 Avenida Calle 13,-74.11721886,4.63863433,995593.7806,1004692.529,{03427073-1148-49B7-B7AE-92E245A727A8},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,8,C
-74.1258032,4.620200995,61183,001C08,1,8,Br. Hipotecho Sur,AK 68,AK 68 - CL 1 Sur,8,AK 68 - CL 1 Sur (001C08),AK 68 - CL 1 Sur,Avenida Carrera 68 Calle Primera Sur,-74.1258032,4.62020099,994641.1464,1002654.201,{87D7DADA-6489-4692-A225-FABBADA3B03E},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,5,C
-74.11700173,4.638826206,61184,001D06,1,6,Avenida Calle 13,AK 68,AK 68 - AC 13,9,AK 68 - AC 13 (001D06),AK 68 - AC 13,Avenida Carrera 68 Avenida Calle 13,-74.11700173,4.63882621,995617.8739,1004713.745,{0F1AF3AC-11C3-4421-8AED-9A45FD71DA2B},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,8,D
-74.12571125,4.620478485,61185,001D08,1,8,Br. Hipotecho Sur,AK 68,AK 68 - CL 1 Sur,8,AK 68 - CL 1 Sur (001D08),AK 68 - CL 1 Sur,Avenida Carrera 68 Calle Primera Sur,-74.12571125,4.62047849,994651.3513,1002684.885,{0809519F-7975-45EB-8802-56F682599881},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,5,D
-74.06605629,4.662385457,61186,002A00,2,0,Br. San Felipe,AC 72,AC 72 - KR 22,12,AC 72 - KR 22 (002A00),AC 72 - KR 22,Avenida Calle 72 Carrera 22,-74.06605629,4.66238546,1001270.599,1007318.852,{E4991561-77D5-4CD6-8277-5F73AA54835D},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,1,A
-74.02647584,4.728632518,61187,002A01,2,1,Br. Barrancas Perlas del Norte,AC  153,AC 153 - kr 7B,1,AC 153 - kr 7B (002A01),AC 153 - kr 7B,Avenida Calle 153 Carrera Séptima Be,-74.02647584,4.72863252,1005661.658,1014644.763,{EEE9BF0B-4A70-49E8-8BDC-BC0937AA52FE},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,2,A
-74.06602504,4.759618237,61188,002A02,2,2,Br. Iragua,AV. Boyacá,AV. Boyacá - AC 170,11,AV. Boyacá - AC 170 (002A02),AV. Boyacá - AC 170,Avenida Boyacá Avenida Calle 170,-74.06602504,4.75961824,1001273.889,1018071.025,{AE9D716F-4FE2-4571-B59C-314386320548},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,3,A
-74.07899934,4.711234293,61189,002A03,2,3,Niza Norte,AV. Boyacá,AV. Boyacá - CL 127A,11,AV. Boyacá - CL 127A (002A03),AV. Boyacá - CL 127A,Avenida Boyacá Calle 127 A,-74.07899934,4.71123429,999834.5327,1012720.629,{3AB5400F-AD8A-48D0-90DF-CA23836CEEA8},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,3,A
-74.09265258,4.69032685,61190,002A04,2,4,Br. Bonanza,AV. Boyacá,AV. Boyacá - CL 74A,10,AV. Boyacá - CL 74A (002A04),AV. Boyacá - CL 74A,Avenida Boyacá Calle 74 A,-74.09265258,4.69032685,998319.7119,1010408.665,{39DC0FD2-C699-4912-9AE7-424A3C212467},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,4,A
-74.08451396,4.650900778,61191,002A05,2,5,Br. Nicolás de Federmann,AK 50,AK 50 - CL 59,13,AK 50 - CL 59 (002A05),AK 50 - CL 59,Avenida Carrera 50 Calle 59,-74.08451396,4.65090078,999222.6418,1006048.851,{483A31A8-5018-410B-846D-51294C1AB8BF},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,8,A
-74.11470757,4.641120046,61192,002A06,2,6,Br. Granjas de Techo,AK 68,AK 68 - CL 18,9,AK 68 - CL 18 (002A06),AK 68 - CL 18,Avenida Carrera 68 Calle 18,-74.11470757,4.64112005,995872.441,1004967.387,{7CBA169A-D087-4401-964F-6EF7A385BFD2},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,8,A
-74.10791589,4.626017965,61193,002A07,2,7,CC Carrera,AK 50,AK 50 - AV. Américas,11,AK 50 - AV. Américas (002A07),AK 50 - AV. Américas,Avenida Carrera 50 Avenida Américas,-74.10791589,4.62601796,996625.9534,1003297.34,{54417C75-37D9-4740-AE71-39D9C29AF69B},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,5,A
-74.12736919,4.613974289,61194,002A08,2,8,Br. Milenta,AK 68,AK 68 - CL 15 Sur,11,AK 68 - CL 15 Sur (002A08),AK 68 - CL 15 Sur,Avenida Carrera 68 Calle 15 Sur,-74.12736919,4.61397429,994467.3356,1001965.654,{6833C30A-7D16-4F5E-891F-1CD34BDF86A3},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,5,A
-74.13618348,4.597850505,61195,002A09,2,9,Br. Alquería,AK 68,AK 68 - CL 42A Sur,11,AK 68 - CL 42A Sur (002A09),AK 68 - CL 42A Sur,Avenida Carrera 68 Calle 42 A Sur,-74.13618348,4.5978505,993489.1449,1000182.736,{CA56AA89-5356-4414-B6DD-437ABA096022},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,6,A
-74.13858469,4.562783916,61196,002A11,2,11,Br. San Benito,AV. Boyacá,AV. Boyacá - CL 60 Sur,19,AV. Boyacá - CL 60 Sur (002A11),AV. Boyacá - CL 60 Sur,Avenida Boyacá Calle 60 Sur,-74.13858469,4.56278392,993222.3676,996305.0455,{B5A2926F-F282-4EB9-AA2D-8E9215E1E4DE},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,7,A
-74.12509074,4.569650596,61197,002A12,2,12, San José Sur,AV. Caracas,AV. Caracas - CL 46 Sur,18,AV. Caracas - CL 46 Sur (002A12),AV. Caracas - CL 46 Sur,Avenida Caracas Calle 46 Sur,-74.12509074,4.5696506,994719.8292,997064.2593,{BDB003ED-3E38-402A-830C-822735E6FDDE},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,7,A
-74.08891311,4.570600379,61198,002A13,2,13,Carrera 2,AV. 1 de Mayo,AV. 1 de Mayo - KR 2,4,AV. 1 de Mayo - KR 2 (002A13),AV. 1 de Mayo - KR 2,Avenida Primero de Mayo Carrera Segunda,-74.08891311,4.57060038,998734.3903,997169.1229,{F984C7CB-58D4-426A-9F3B-C9480772E8C0},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,9,A
-74.09275813,4.690202092,61199,002B04,2,4,Br. Bonanza,AV. Boyacá,AV. Boyacá - CL 74A,10,AV. Boyacá - CL 74A (002B04),AV. Boyacá - CL 74A,Avenida Boyacá Calle 74 A,-74.09275813,4.69020209,998308.0009,1010394.87,{BCB11122-BE7D-43ED-8AD8-A4C076DDF3B4},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,4,B
-74.11442307,4.641407407,61200,002B06,2,6,Br. Granjas de Techo,AK 68,AK 68 - CL 18,9,AK 68 - CL 18 (002B06),AK 68 - CL 18,Avenida Carrera 68 Calle 18,-74.11442307,4.64140741,995904.0099,1004999.163,{924B4466-7293-42C6-ADEE-3AF5C8930BDE},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,8,B
-74.12726881,4.614341855,61201,002B08,2,8,Br. Milenta,AK 68,AK 68 - CL 17 Sur,11,AK 68 - CL 17 Sur (002B08),AK 68 - CL 17 Sur,Avenida Carrera 68 Calle 17 Sur,-74.12726881,4.61434186,994478.4767,1002006.299,{B291F87D-76BF-4DC3-A747-77CF5DB26DAF},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,5,B
-74.13642769,4.597438507,61202,002B09,2,9,Br. Alquería,AK 68,AK 68 - CL 42A Sur,11,AK 68 - CL 42A Sur (002B09),AK 68 - CL 42A Sur,Avenida Carrera 68 Calle 42 A Sur,-74.13642769,4.59743851,993462.0427,1000137.179,{974172A4-62F1-4FBC-B3A2-CEFD4E7AC347},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,6,B
-74.13876111,4.561684337,61203,002B11,2,11,Br. San Benito,AV. Boyacá,AV. Boyacá - CL 60B Bis Sur,19,AV. Boyacá - CL 60B Bis Sur (002B11),AV. Boyacá - CL 60B Bis Sur,Avenida Boyacá Calle 60 Be Bis Sur,-74.13876111,4.56168434,993202.7801,996183.4542,{BAC70549-6852-427D-95EE-79BF7B0ABB12},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,7,B
-74.11411099,4.641693234,61204,002C06,2,6,Granjas de Techo,AK 68,AK 68 - CL 18,9,AK 68 - CL 18 (002C06),AK 68 - CL 18,Avenida Carrera 68 Calle 18,-74.11411099,4.64169323,995938.639,1005030.768,{3532D037-0840-479A-B8D1-B935D0D46EB9},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,8,C
-74.12741848,4.613791105,61205,002C08,2,8,Br. Milenta,AK 68,AK 68 - CL 17 Sur,11,AK 68 - CL 17 Sur (002C08),AK 68 - CL 17 Sur,Avenida Carrera 68 Calle 17 Sur,-74.12741848,4.61379111,994461.8649,1001945.398,{164FA3ED-DCE9-4BA7-964E-BE6C07C235BF},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,5,C
-74.13660938,4.597184815,61206,002C09,2,9,Br. Alquería,AK 68,AK 68 - CL 42B Sur,11,AK 68 - CL 42B Sur (002C09),AK 68 - CL 42B Sur,Avenida Carrera 68 Calle 42 Be Sur,-74.13660938,4.59718482,993441.8793,1000109.127,{0C61337B-7D70-4CC3-AE23-A6C268543DF4},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,6,C
-74.138879,4.559392,61207,002C11,2,11,Br. Meissen,AV. Boyacá,AV Boyacá - KR 18C,19,AV Boyacá - KR 18C (002C11),AV Boyacá - KR 18C,Avenida Boyacá Carrera 18 C,-74.138879,4.559392,993189.6764,995929.9656,{8E8F790B-D897-4142-9538-E2126A6B3A4D},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,7,C
-74.113898,4.641898426,61208,002D06,2,6,Br. Granjas de Techo,AK 68,AK 68 - CL 18,9,AK 68 - CL 18 (002D06),AK 68 - CL 18,Avenida Carrera 68 Calle 18,-74.113898,4.64189843,995962.2728,1005053.457,{9FDD4D83-B556-48A8-B2C5-4808FFF4D0D7},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,8,D
-74.12768076,4.61297563,61209,002D08,2,8,Br. Milenta,AK 68,AK 68 - CL 18 Sur,11,AK 68 - CL 18 Sur (002D08),AK 68 - CL 18 Sur,Avenida Carrera 68 Calle 18 Sur,-74.12768076,4.61297563,994432.7556,1001855.223,{5C24883B-DC4B-4386-87FD-69024AF3C4BE},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,5,D
-74.06879709,4.664148606,61210,003A00,3,0,Pq. Alcázares,AC 72,AC 72 - KR 27,12,AC 72 - KR 27 (003A00),AC 72 - KR 27,Avenida Calle 72 Carrera 27,-74.06879709,4.66414861,1000966.495,1007513.82,{522E86AC-90D4-4796-9C6D-C150AF9D0E9F},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,1,A
-74.06620742,4.736204755,61211,003A02,3,2,Br. El Plan,AV. Boyacá,AV. Boyacá - CL 147,11,AV. Boyacá - CL 147 (003A02),AV. Boyacá - CL 147,Avenida Boyacá Calle 147,-74.06620742,4.73620476,1001253.699,1015481.918,{47330C02-6F3A-4554-80AE-911E294799EC},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,3,A
-74.08058342,4.709208123,61212,003A03,3,3,Pq. Alto de los Lagartos,AV. Boyacá,AV. Boyacá - AC 127,11,AV. Boyacá - AC 127 (003A03),AV. Boyacá - AC 127,Avenida Boyacá Avenida Calle 127,-74.08058342,4.70920812,999658.7846,1012496.572,{A1B3AFD6-4219-44DF-96A3-A66A60C0380D},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,3,A
-74.07507101,4.66913877,61213,003A04,3,4,Br. 12 de Octubre,AC 72,AC 72 - KR 52,12,AC 72 - KR 52 (003A04),AC 72 - KR 52,Avenida Calle 72 Carrera 52,-74.07507101,4.66913877,1000270.381,1008065.634,{C51CD502-3F0F-4E51-824E-2141F7E64173},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,4,A
-74.08540301,4.648628351,61214,003A05,3,5,Br. Nicolás de Federmán,AK 50,AK 50 - CL 57B,13,AK 50 - CL 57B (003A05),AK 50 - CL 57B,Avenida Carrera 50 Calle 57 Be,-74.08540301,4.64862835,999123.9941,1005797.564,{B5C9296B-A5F8-46B2-9637-7B9E8B9EB287},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,8,A
-74.09816581,4.637315171,61215,003A06,3,6,Fiscalía General de la Nación,AK 50,AK 50 - AC 24,13,AK 50 - AC 24 (003A06),AK 50 - AC 24,Avenida Carrera 50 Avenida Calle 24,-74.09816581,4.63731517,997707.8516,1004546.563,{21402B81-58F6-41A1-8CE5-5771527A883F},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,8,A
-74.10917826,4.62401488,61216,003A07,3,7,Br. San Francisco,AK 50,AK 50 - TV 48,11,AK 50 - TV 48 (003A07),AK 50 - TV 48,Avenida Carrera 50 Transversal 48,-74.10917826,4.62401488,996485.8719,1003075.842,{1325F3FD-9B53-4090-B110-EB4B2287EC30},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,5,A
-74.15418487,4.635261693,61217,003A08,3,8,Ciudad Techo II,Av. Agoberto Mejìa,AV. A. Mejía - AV. Américas,8,AV. A. Mejía - AV. Américas (003A08),AV. A. Mejía - AV. Américas,Avenida Agoberto Mejía Avenida Américas,-74.15418487,4.63526169,991492.0893,1004319.913,{80D4B834-058A-4407-97A7-8F904ACE3B09},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,5,A
-74.12319695,4.600067704,61218,003A09,3,9,Urb. Santa Rita,AK 50,AK 50 - CL 31 Sur,11,AK 50 - CL 31 Sur (003A09),AK 50 - CL 31 Sur,Avenida Carrera 50 Calle 31 Sur,-74.12319695,4.6000677,994930.1938,1000427.812,{7F5C8926-E4AD-4719-AD40-835605722C71},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:26+00,,6,A
