X,Y,objectid,cenefa,consecutivo_paradero,zona_paradero,nombre_paradero,via_paradero,direccion_paradero,localidad_paradero,consola_paradero,panel_paradero,audio_paradero,longitud_paradero,latitud_paradero,coordenada_x_paradero,coordenada_y_paradero,globalid,created_user,created_date,last_edited_user,last_edited_date,log_replica,zona_nueva_sitp,modulo_paradero
-74.07723844,4.573700179,65232,273A13,273,13,Vitelma,KR  8 BIS E,KR 8 Bis E - CL 8 Sur,3,KR 8 Bis E - CL 8 Sur (273A13),KR 8 Bis E - CL 8 Sur,Carrera Octava Bis Este Calle Octava Sur,-74.07723844,4.57370018,1000029.903,997511.8929,{8FE7EC03-B5C1-4868-9BCF-707F2AEF2C51},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,9,A
-74.07678565,4.634275883,65233,274A00,274,0,Colegio El Carmelo,AC 45,AC 45 - KR 25A,13,AC 45 - KR 25A (274A00),AC 45 - KR 25A,Avenida Calle 45 Carrera 25 A,-74.07678565,4.63427588,1000080.141,1004210.441,{0E2C0762-7000-48BC-8BAF-D29A900FDDC9},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,1,A
-74.04264589,4.771816309,65234,274A01,274,1,Br. Canaima,Auto Norte,Auto Norte - CL 193,1,Auto Norte - CL 193 (274A01),Auto Norte - CL 193,Autopista Norte Calle 193,-74.04264589,4.77181631,1003867.462,1019419.999,{99FD598B-A4D4-4402-8A15-050DF5234953},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,2,A
-74.10464647,4.732409831,65235,274A03,274,3,Br.  Nueva Tibabuyes,Cl 129D,CL 129D - KR 118,11,CL 129D - KR 118 (274A03),CL 129D - KR 118,Calle 129 D Carrera 118,-74.10464647,4.73240983,996989.1805,1015062.316,{72559E18-F7C4-46B9-835E-30EEA2332FBB},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,3,A
-74.105247,4.703351,65236,274A04,274,4,Conjunto Residencial Afidro,Cl 76A,CL 76A - KR 89B,10,CL 76A - KR 89B (274A04),CL 76A - KR 89B,Calle 76 A Carrera 89 Be,-74.105247,4.703351,996922.4282,1011848.941,{76E2DB02-DC67-4C9F-81C4-4C1BDC669CD9},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,4,A
-74.104668,4.678165,65237,274A05,274,5,Br. El Encanto,KR  73A BIS,KR 73A BIS - CL 64A,10,KR 73A BIS - CL 64A (274A05),KR 73A BIS - CL 64A,Carrera 73 A Bis Calle 64 A,-74.104668,4.678165,996986.5586,1009063.828,{BEA0C109-4654-4E09-8139-56FFD0264246},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,4,A
-74.0855021,4.6292963,65238,274A06,274,6,KR 33,CL 25B,CL 25B - KR 33,13,CL 25B - KR 33 (274A06),CL 25B - KR 33,Calle 25 Be Carrera 33,-74.0855021,4.6292963,999112.9754,1003659.796,{32C1314A-0204-489E-8AA8-818BE2960485},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,8,A
-74.10347307,4.621196455,65239,274A07,274,7,La Merced,CL 12,CL 12 - KR 42,11,CL 12 - KR 42 (274A07),CL 12 - KR 42,Calle 12 Carrera 42,-74.10347307,4.62119646,997118.906,1002764.151,{7FFE0502-92CB-47A6-AA64-45393B3D5632},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,5,A
-74.19675412,4.630530345,65240,274A09,274,9,Br. Las Margaritas,Cl 63 S,CL 63 Sur - KR 93C,7,CL 63 Sur - KR 93C (274A09),CL 63 Sur - KR 93C,Calle 63 Sur Carrera 93 C,-74.19675412,4.63053034,986768.6029,1003797.365,{3912504B-C2C6-48A1-8F5E-AD1C37D0A8B0},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,6,A
-74.1786065,4.59399994,65241,274A10,274,10,Br. San Isidro,KR  76,KR 76 - CL 58 Sur,19,KR 76 - CL 58 Sur (274A10),KR 76 - CL 58 Sur,Carrera 76 Calle 58 Sur,-74.1786065,4.59399994,988781.6673,999757.461,{27710D08-8FC2-4B7F-9DEA-F936FA177FF1},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,7,A
-74.143701,4.544012915,65242,274A11,274,11,Br. Estrella del Sur,Cl 73A S,CL 73A Sur - KR 18A Bis,19,CL 73A Sur - KR 18A Bis (274A11),CL 73A Sur - KR 18A Bis,Calle 73 A Sur Carrera 18 A Bis,-74.143701,4.54401292,992654.4249,994229.3731,{7E4D10EC-250B-4C21-9E16-7DC5665E45A2},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,7,A
-74.11748147,4.558222049,65243,274A12,274,12,Br. Molinos Del Sur,Tv  5Y,TV 5Y - DG 48L Sur,18,TV 5Y - DG 48L Sur (274A12),TV 5Y - DG 48L Sur,Transversal Quinta Y Diagonal 48 L Sur,-74.11748147,4.55822205,995564.1447,995800.4239,{88CC2372-48A2-4CE4-92EF-370D5ACFF0A8},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,7,A
-74.081961,4.577174,65244,274A13,274,13,Br. La María,KR 2,KR 2 - CL 7A Sur,4,KR 2 - CL 7A Sur (274A13),KR 2 - CL 7A Sur,Carrera Segunda Calle Séptima A Sur,-74.081961,4.577174,999505.8555,997896.0342,{C1036076-0D55-4A09-AB7E-1FCE0769C37C},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,9,A
-74.042495,4.772753,65245,274B01,274,1,Br. Canaima,Auto Norte,Auto Norte - CL 193,1,Auto Norte - CL 193 (274B01),Auto Norte - CL 193,Autopista Norte Calle 193,-74.042495,4.772753,1003884.196,1019523.581,{87BC5D7B-3DD4-4967-AB3D-F9AA26263952},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,2,B
-74.196854,4.630764,65246,274B09,274,9,Br. Las Margaritas,Cl 63 S,CL 63 Sur - KR 93C,7,CL 63 Sur - KR 93C (274B09),CL 63 Sur - KR 93C,(en blanco),-74.196854,4.630764,986757.5247,1003823.205,{4CDB374E-5BBD-4EBF-866A-2371BDA51DB4},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,6,B
-74.07648703,4.63388316,65247,275A00,275,0,Col. El Carmelo,AC 45,AC 45 - KR 25A,13,AC 45 - KR 25A (275A00),AC 45 - KR 25A,Avenida Calle 45 Carrera 25 A,-74.07648703,4.63388316,1000113.276,1004167.013,{D407F386-2C1E-460B-93C2-AF67122E638E},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,1,A
-74.04182911,4.777311455,65248,275A01,275,1,San Andresito Norte,Auto Norte,Auto Norte - CL 198,1,Auto Norte - CL 198 (275A01),Auto Norte - CL 198,Autopista Norte Calle 198,-74.04182911,4.77731146,1003958.041,1020027.667,{377D274C-F066-4811-9334-611F7996CE67},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,2,A
-74.05888001,4.74372884,65249,275A02,275,2,Br. Cantalejo,KR  56,KR 56 - CL 160,11,KR 56 - CL 160 (275A02),KR 56 - CL 160,Carrera 56 Calle 160,-74.05888001,4.74372884,1002066.593,1016313.962,{31637636-5FC1-489F-B59F-B41DF2EC50E9},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,3,A
-74.10473278,4.732540657,65250,275A03,275,3,Br.  Nueva Tibabuyes,Cl 129D,CL 129D - KR 120,11,CL 129D - KR 120 (275A03),CL 129D - KR 120,Calle 129 D Carrera 120,-74.10473278,4.73254066,996979.6056,1015076.784,{4CF3CA3E-D325-4B04-9C0F-4489B33EAB2D},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,3,A
-74.103649,4.701781,65251,275A04,275,4,Urbanización San Cayetano,Cl 76A,CL 76A - KR 87,10,CL 76A - KR 87 (275A04),CL 76A - KR 87,Calle 76 A Carrera 87,-74.103649,4.701781,997099.7152,1011675.321,{7965EBDC-32AB-43F5-8DDE-F4FDC042CFFA},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,4,A
-74.10424654,4.678828618,65252,275A05,275,5,Br. El Encanto,KR  73A BIS,KR 73A BIS - CL 64C,10,KR 73A BIS - CL 64C (275A05),KR 73A BIS - CL 64C,Carrera 73 A Bis Calle 64 C,-74.10424654,4.67882862,997033.3229,1009137.21,{81AF4A3A-1EC5-4F88-B25F-80CE8B45DFEC},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,4,A
-74.08737182,4.632141512,65253,275A06,275,6,KR 38,CL 25B,CL 25B - KR 38,13,CL 25B - KR 38 (275A06),CL 25B - KR 38,Calle 25 Be Carrera 38,-74.08737182,4.63214151,998905.5179,1003974.427,{D17F9A82-B50B-4712-8786-9E0215C64929},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,8,A
-74.10337128,4.621336074,65254,275A07,275,7,La Merced,CL 12,CL 12 - KR 42B,11,CL 12 - KR 42B (275A07),CL 12 - KR 42B,Calle 12 Carrera 42 Be,-74.10337128,4.62133607,997130.2012,1002779.59,{C2429A57-5F56-4064-8FCD-2FCBA186134E},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,5,A
-74.19681435,4.630853048,65255,275A09,275,9,Br. Las Margaritas,Cl 63 S,CL 63 Sur - KR 93C,7,CL 63 Sur - KR 93C (275A09),CL 63 Sur - KR 93C,Calle 63 Sur Carrera 93 C,-74.19681435,4.63085305,986761.9259,1003833.051,{9DCF29CC-C225-443A-A1C0-0A1B880E37D3},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,6,A
-74.17529136,4.592107292,65256,275A10,275,10,Br. La Estancia,KR 75,KR 75 - CL 59A Sur,19,KR 75 - CL 59A Sur (275A10),KR 75 - CL 59A Sur,Carrera 75 Calle 59 A Sur,-74.17529136,4.59210729,989149.5013,999548.1178,{FB467EC5-44D6-4C7A-B226-0FE65A1DB26B},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,7,A
-74.14291657,4.544711767,65257,275A11,275,11,Br. Estrella del Sur,CL 73 Sur,CL 73 Sur - KR 18,19,CL 73 Sur - KR 18 (275A11),CL 73 Sur - KR 18,Calle 73 Sur Carrera 18,-74.14291657,4.54471177,992741.4816,994306.6451,{41385740-E537-4633-80DF-A532135FF3D6},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,7,A
-74.1166766,4.559487104,65258,275A12,275,12,Br. Molinos Del Sur,Tv  6B BIS,TV 6 Bis - DG 48J Sur,18,TV 6 Bis - DG 48J Sur (275A12),TV 6 Bis - DG 48J Sur,Transversal Sexta Bis Diagonal 48 J Sur,-74.1166766,4.5594871,995653.4685,995940.3105,{B23B7B45-184D-48CE-A3FA-3D4F3B3CFF90},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,7,A
-74.08254766,4.576984025,65259,275A13,275,13,Br. La María,KR 2,KR 2 - CL 9 Sur,4,KR 2 - CL 9 Sur (275A13),KR 2 - CL 9 Sur,Carrera Segunda Calle Novena Sur,-74.08254766,4.57698402,999440.7555,997875.0269,{D9709E10-FD75-424F-8649-0F13EE4BB09D},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,9,A
-74.196959,4.631179,65260,275B09,275,9,Br. Las Margaritas,Cl 63 S,CL 63 Sur - KR 93C,7,CL 63 Sur - KR 93C (275B09),CL 63 Sur - KR 93C,(en blanco),-74.196959,4.631179,986745.8818,1003869.098,{48182E46-9831-4F69-AC1C-ECD2393F094B},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,6,B
-74.06953475,4.632942978,65261,276A00,276,0,Br. Palermo,AC 45,AC 45 - KR 15A,13,AC 45 - KR 15A  (276A00),AC 45 - KR 15A,Avenida Calle 45 Carrera 15 A,-74.06953475,4.63294298,1000884.688,1004063.051,{B2634590-0F48-4E31-AC23-7C50EE1215EE},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,1,A
-74.0407616,4.78360255,65262,276A01,276,1,Jardines De Paz,Auto Norte,Auto Norte - CL 207,1,Auto Norte - CL 207 (276A01),Auto Norte - CL 207,Autopista Norte Calle 207,-74.0407616,4.78360255,1004076.428,1020723.356,{DED1320E-C261-4645-B64A-E86F1C7058BE},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,2,A
-74.05806016,4.745030143,65263,276A02,276,2,Urb. Arcos de Cantalejo,CL 162,CL 162 - KR 55C,11,CL 162 - KR 55C (276A02),CL 162 - KR 55C,Calle 165 Carrera 55 C,-74.05806016,4.74503014,1002157.544,1016457.865,{E4E8D037-151C-49B9-891A-22A2573AD0C4},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,3,A
-74.10404879,4.699714265,65264,276A04,276,4,Br. Florencia,Cl 75,CL 75 - AV. C. de Cali,10,CL 75 - AV. C. de Cali (276A04),CL 75 - AV. C. de Cali,Calle 75 Avenida Ciudad de Cali,-74.10404879,4.69971427,997055.3509,1011446.78,{DAB40573-9DF4-4ADE-9E47-AA0900C27959},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,4,A
-74.104124,4.68026,65265,276A05,276,5,Br. El Luján,Cl 64F,CL 64F - KR 74 Bis,10,CL 64F - KR 74 Bis (276A05),CL 64F - KR 74 Bis,Calle 64 F Carrera 74 Bis,-74.104124,4.68026,997046.9248,1009295.494,{0F303711-9D70-4EB1-B175-55D05D16C544},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,4,A
-74.10223271,4.619788677,65266,276A07,276,7,MONSERRATE,Tv  42,TV 42 - CL 11A,11,TV 42 - CL 11A (276A07),TV 42 - CL 11A,Transversal 42 Calle 11 A,-74.10223271,4.61978868,997256.531,1002608.472,{80CD7128-6BDD-4E4F-9375-12E82A5BFCBD},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,5,A
-74.19601078,4.629027456,65267,276A09,276,9,Desarrollo Las Margaritas,Cl 63 S,CL 63 Sur - KR 91,7,CL 63 Sur - KR 91 (276A09),CL 63 Sur - KR 91,Calle 63 Sur Carrera 91,-74.19601078,4.62902746,986851.0553,1003631.159,{BD1C4148-AB2B-4A21-B8DF-6954F153DAB3},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,6,A
-74.1673798,4.593928662,65268,276A10,276,10,Br. Barlovento,KR  72,KR 72 - Auto Sur,19,KR 72 - Auto Sur (276A10),KR 72 - Auto Sur,Carrera 72 Autopista Sur,-74.1673798,4.59392866,990027.4302,999749.4126,{9ABC11D1-E66A-4DB9-AE91-FC282466D8D4},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,7,A
-74.14527218,4.551410104,65269,276A11,276,11,Br. Lucero Medio,KR 18C,KR 18C - CL 67A Sur,19,KR 18C - CL 67A Sur (276A11),KR 18C - CL 67A Sur,Carrera 18 C Calle 67 A Sur,-74.14527218,4.5514101,992480.1446,995047.3802,{F1278570-B4FB-4FED-8D7D-B656B30AB0D1},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,7,A
-74.11708145,4.559127668,65270,276A12,276,12,Br. Molinos Del Sur,Tv  6B BIS,TV 6 BIS - DG 48K-15 Sur,18,TV 6 BIS - DG 48K-15 Sur   (276A12),TV 6 BIS - DG 48K-15 Sur,Transversal Sexta Bis Diagonal 48 K Sur,-74.11708145,4.55912767,995608.5403,995900.566,{70A64E52-FC00-4C9E-A475-8E76F7C6F320},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,7,A
-74.08327159,4.583286969,65271,276A13,276,13,Urb. San Bernardo del Viento,AK 7,AK 7 - CL 2 Sur,4,AK 7 - CL 2 Sur (276A13),AK 7 - CL 2 Sur,Carrera Séptima Calle Segunda Sur,-74.08327159,4.58328697,999360.4289,998572.0157,{4D5568CF-2107-4A14-A004-C0F54DF50BD4},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:25+00,,9,A
-74.196172,4.629401,65272,276B09,276,9,Desarrollo Las Margaritas,Cl 63 S,CL 63 Sur - KR 91,7,CL 63 Sur - KR 91 (276B09),CL 63 Sur - KR 91,Calle 63 Sur Carrera 91,-74.196172,4.629401,986833.1734,1003672.469,{7AED8510-0E77-4728-865F-D3985285F59E},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,6,B
-74.06689274,4.632460691,65273,277A00,277,0,Br. Marly,AC 45,AC 45 - AK 13,2,AC 45 - AK 13  (277A00),AC 45 - AK 13,Avenida Calle 45 Avenida Carrera 13,-74.06689274,4.63246069,1001177.842,1004009.723,{E73C85E3-123E-4A8C-B2DC-2CCCA191F50B},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,1,A
-74.04759972,4.686862501,65274,277A01,277,1,Br. Rincón del Chicó,AK 15,AK 15 - CL 101,1,AK 15 - CL 101 (277A01),AK 15 - CL 101,Avenida Carrera 15 Calle 101,-74.04759972,4.6868625,1003318.307,1010025.624,{4B4A9535-1264-4011-AC22-B8AD6239EC64},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,2,A
-74.106195,4.700572,65275,277A04,277,4,PARQUE FLORENCIA,Cl 75,CL 75 - KR 89,10,CL 75 - KR 89 (277A04),CL 75 - KR 89,Calle 75 Carrera 89,-74.106195,4.700572,996817.2377,1011541.639,{EC7E0F1B-3D80-4382-8A60-5451C4001373},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,4,A
-74.10129701,4.619247585,65276,277A07,277,7,Br. Los Ejidos,CL 12,CL 12 - KR 39,11,CL 12 - KR 39 (277A07),CL 12 - KR 39,Calle 12 Carrera 39,-74.10129701,4.61924759,997360.3545,1002548.633,{F42DA23B-12C2-4765-A806-DD1FEE8DF24B},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,5,A
-74.188185,4.626901,65277,277A08,277,8,Br. Holanda Sector Caminito,CL 57 S,CL 57 Sur - KR 87K,7,CL 57 Sur - KR 87K (277A08),CL 57 Sur - KR 87K,Calle 57 Sur Carrera 87 K,-74.188185,4.626901,987719.3595,1003395.872,{E30C71C3-9504-4236-B5F2-9914890D2CF1},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,6,A
-74.19577037,4.62903036,65278,277A09,277,9,Br. Las Margaritas III,Cl 63 S,CL 63 Sur - KR 91,7,CL 63 Sur - KR 91 (277A09),CL 63 Sur - KR 91,Calle 63 Sur Carrera 91,-74.19577037,4.62903036,986877.731,1003631.476,{0350F7CB-8E95-4821-A9F8-C99C4407C442},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,6,A
-74.16725171,4.594353355,65279,277A10,277,10,Br. Barlovento,KR  72,KR 72 - Auto Sur,19,KR 72 - Auto Sur (277A10),KR 72 - Auto Sur,Carrera 72 Autopista Sur,-74.16725171,4.59435336,990041.6496,999796.3741,{72318EFB-AC27-4494-BEF4-07E5404711F5},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:02+00,,7,A
-74.14499198,4.551936003,65280,277A11,277,11,Br. Lucero Medio,KR 18C,KR 18C - CL 67 Sur,19,KR 18C - CL 67 Sur (277A11),KR 18C - CL 67 Sur,Carrera 18 C Calle 67 Sur,-74.14499198,4.551936,992511.2441,995105.5319,{B19831E4-01FB-4AFD-AC49-8F108A27398B},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:03+00,,7,A
-74.11305476,4.554169942,65281,277A12,277,12,Urbanización Marruecos II Sector,KR 5I,KR 5I - CL 48R Sur,18,KR 5I - CL 48R Sur (277A12),KR 5I - CL 48R Sur,Carrera Quinta L 48 Q Sur,-74.11305476,4.55416994,996055.3536,995352.3109,{AFB9BD41-EA52-462E-8223-AAD9949495EB},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:03+00,,7,A
-74.08097229,4.580821182,65282,277A13,277,13,Ciudad Marbella,KR 3,KR 3 - CL 5B Sur,4,KR 3 - CL 5B Sur (277A13),KR 3 - CL 5B Sur,Carrera Tercera Calle Quinta Be Sur,-74.08097229,4.58082118,999615.5714,998299.3439,{EE75A073-BA04-45FF-897D-B9CF8C9AD5C3},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:03+00,,9,A
-74.04772318,4.686352285,65283,277B01,277,1,Br. Rincón del Chicó,AK 15,AK 15 - CL 101,1,AK 15 - CL 101 (277B01),AK 15 - CL 101,Avenida Carrera 15 Calle 101,-74.04772318,4.68635229,1003304.611,1009969.203,{461C31A8-783E-497F-B601-EEF8F5242D53},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:03+00,,2,B
-74.19596,4.629453,65284,277B09,277,9,Br. Las Margaritas III,Cl 63 S,CL 63 Sur - KR 91,7,CL 63 Sur - KR 91 (277B09),CL 63 Sur - KR 91,(en blanco),-74.19596,4.629453,986856.6976,1003678.216,{8354E39F-D05B-4288-9FE9-8A202C038E65},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:03+00,,6,B
-74.0668186,4.632263672,65285,278A00,278,0,Br. Sucre,AC 45,AC 45 - AK 13,2,AC 45 - AK 13 (278A00),AC 45 - AK 13,Avenida Calle 45 Avenida Carrera 13,-74.0668186,4.63226367,1001186.068,1003987.936,{C671AE4D-FFE4-4522-B18A-8C8A498E7D5A},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:03+00,,1,A
-74.04598108,4.690147299,65286,278A01,278,1,Avenida Calle 106,AK 15,AK 15 - CL 105A,1,AK 15 - CL 105A (278A01),AK 15 - CL 105A,Avenida Carrera 15 Calle 105 A,-74.04598108,4.6901473,1003497.878,1010388.871,{17C0B72C-1D41-4099-A04A-D69A11FA2BE2},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:03+00,,2,A
-74.11608009,4.743715359,65287,278A03,278,3,Parque El Nogal,KR  140,KR 140 - CL 132A,11,KR 140 - CL 132A (278A03),KR 140 - CL 132A,Carrera 140 Calle 132 A,-74.11608009,4.74371536,995720.7752,1016312.563,{0E377CA4-1A64-4D25-93FD-CC5F08D8935A},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:03+00,,3,A
-74.10736733,4.701407496,65288,278A04,278,4,IED NIDIA QUINTERO DE TURBAY,Cl 75,CL 75 - KR 90 BIS,10,CL 75 - KR 90 BIS (278A04),CL 75 - KR 90 BIS,Calle 75 Carrera 90 Bis,-74.10736733,4.7014075,996687.1745,1011634.035,{D8D0BA8C-4F34-48BC-A0E4-E786C470E452},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:03+00,,4,A
-74.095808,4.672386,65289,278A05,278,5,Br. Bosque Popular,AC 64C,AC 64C - KR 69L,10,AC 64C - KR 69L  (278A05),AC 64C - KR 69L,Avenida Calle 64 C Carrera 69 L,-74.095808,4.672386,997969.5689,1008424.744,{E97F9319-1337-4E54-8A44-FE122CE8B539},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:03+00,,4,A
-74.112264,4.652017,65290,278A06,278,6,Ciudad Salitre 3ra Etapa,KR  68D,KR 68D - CL 22B,9,KR 68D - CL 22B (278A06),KR 68D - CL 22B,Carrera 68 D Calle 22 Be,-74.112264,4.652017,996143.6313,1006172.376,{C6BA1800-438F-459C-BA45-B978C02F1F7C},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:03+00,,8,A
-74.187679,4.6264,65291,278A08,278,8,Br. Hortelanos de Escocia,CL 57 S,CL 57 Sur - KR 87J,7,CL 57 Sur - KR 87J (278A08),CL 57 Sur - KR 87J,Calle 57 Sur Carrera 87 J,-74.187679,4.6264,987775.4964,1003340.462,{60BA0152-1C5E-4DCA-B8E4-AE268E87B9C2},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:03+00,,6,A
-74.12659787,4.583621981,65292,278A10,278,10,Br. Claret,TV 27 Bis,TV 27 Bis - DG 43 Sur,18,TV 27 Bis - DG 43 Sur  (278A10),TV 27 Bis - DG 43 Sur,Diagonal 40 A Sur 27,-74.12659787,4.58362198,994552.6916,998609.2456,{8AB06961-6CA4-4161-B163-457D66FF5F85},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:03+00,,7,A
-74.11078615,4.554038633,65293,278A12,278,12,Salón Comunal Bosques de Bari,CL 48P Sur,CL 48P Sur - TV 5D,18,CL 48P Sur - TV 5D (278A12),CL 48P Sur - TV 5D,Calle 48 P Sur Transversal Quinta D,-74.11078615,4.55403863,996307.1014,995337.7786,{C46A3692-3BA2-4B06-824D-5631315AFA8D},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:03+00,,7,A
-74.07730663,4.576658039,65294,278A13,278,13,Br. Vitelma - Ciudadela Parque de la Roca,KR 8E,KR 8E - CL 6G Sur,3,KR 8E - CL 6G Sur (278A13),KR 8E - CL 6G Sur,Carrera 8E Calle Sexta G Sur,-74.07730663,4.57665804,1000022.336,997838.977,{54AA0FFC-6AB9-4099-983D-4E78B134B46E},WEBADAPTOR,2022/02/16 19:54:54+00,MODOSALTERNATIVOS,2022/02/17 17:11:03+00,,9,A
